"GroupId","Classification","ProcedureNames","Modules","DefinitionCount","Visibility","Signatures","FunctionalCommonalities","RelevantDifferences","CallSiteCount","CallingModules","ProposedCanonicalSignature","ProposedTargetModule","RecommendedAction","RiskLevel"
"DG-SIM-101","SIMILAR","GetActiveModules; GetCurrentUserRoles","modModuleManager; modSessionContext","2","Public","Public Function GetActiveModules() As Collection || Public Function GetCurrentUserRoles() As Collection","ErrorHandling","Signature","8","modFormRuntime; modModuleManager; modSessionContext","Public Function GetActiveModules() As Collection","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","HIGH"
"DG-SIM-102","SIMILAR","GetCurrentNumberValue; NumberRangeExists","modNumberRangeRepository","2","Public","Public Function GetCurrentNumberValue(ByVal DocumentTypeCode As String, ByVal FiscalYear As Long) As Long || Public Function NumberRangeExists(ByVal DocumentTypeCode As String, ByVal FiscalYear As Long) As Boolean","DAO.Database; ErrorHandling","Signature","8","modNumberingHandler; modNumberRangeRepository","Public Function GetCurrentNumberValue(ByVal DocumentTypeCode As String, ByVal FiscalYear As Long) As Long","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-103","SIMILAR","EnsureOrderCalculationSchema; IsSessionInitialized; IsTenantInitialized","modOrderCalculationService; modSessionContext; modTenantContext","3","Public","Public Function EnsureOrderCalculationSchema() As Boolean || Public Function IsSessionInitialized() As Boolean || Public Function IsTenantInitialized() As Boolean","","Signature","27","modAddressRepository; modAppDashboardService; modAppShell; modAuditHelper; modContactRepository; modDb; modDocumentRepository; modFwDiagnostics; modFwTranslationRuntime; modOrderCalculationService; modSecurityHandler; modSessionContext; modTenantContext; modTenantRepository; modUserRepository","Public Function EnsureOrderCalculationSchema() As Boolean","modDb","MERGE_WITH_SIGNATURE_UNIFICATION","HIGH"
"DG-SIM-104","SIMILAR","CalculateOrderLineAmounts; CalculateTemporaryOrderLineAmounts; RecalculateOrder; RecalculateTemporaryOrder","modOrderCalculationService","4","Public","Public Function CalculateOrderLineAmounts(ByVal OrderLineId As Long) As Boolean || Public Function CalculateTemporaryOrderLineAmounts(ByVal tmpOrderLineId As Long) As Boolean || Public Function RecalculateOrder(ByVal OrderId As Long) As Boolean || Public Function RecalculateTemporaryOrder(ByVal tmpOrderId As Long) As Boolean","","Signature","9","modDemoDataSeeder; modOrderCalculationService; modOrderRepository","Public Function CalculateOrderLineAmounts(ByVal OrderLineId As Long) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-105","SIMILAR","CalculateOrderLineAmountsByOrderAndLineNo; CalculateOrderTotals; CalculateTemporaryOrderLineAmountsByOrderAndLineNo; CalculateTemporaryOrderTotals","modOrderCalculationService","4","Public","Public Function CalculateOrderLineAmountsByOrderAndLineNo(ByVal OrderId As Long, ByVal lineNo As Long) As Boolean || Public Function CalculateOrderTotals(ByVal OrderId As Long) As Boolean || Public Function CalculateTemporaryOrderLineAmountsByOrderAndLineNo(ByVal tmpOrderId As Long, ByVal lineNo As Long) As Boolean || Public Function CalculateTemporaryOrderTotals(ByVal tmpOrderId As Long) As Boolean","","Signature","6","modOrderCalculationService; modOrderRepository","Public Function CalculateOrderLineAmountsByOrderAndLineNo(ByVal OrderId As Long, ByVal lineNo As Long) As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-106","SIMILAR","ResolveDefaultStandardVatCode; ResolveDefaultZeroVatCode","modOrderRepository","2","Private","Private Function ResolveDefaultStandardVatCode(ByVal tenantCountryCode As String) As String || Private Function ResolveDefaultZeroVatCode(ByVal tenantCountryCode As String) As String","","Signature","8","modOrderRepository","Private Function ResolveDefaultZeroVatCode(ByVal tenantCountryCode As String) As String","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-107","SIMILAR","SetCreatedAuditFields; SetUpdatedAuditFields","modOrderRepository","2","Private","Private Sub SetCreatedAuditFields(ByVal rs As DAO.Recordset) || Private Sub SetUpdatedAuditFields(ByVal rs As DAO.Recordset)","","Signature","16","modOrderRepository","Private Sub SetCreatedAuditFields(ByVal rs As DAO.Recordset)","MANUAL_TARGET_SELECTION","KEEP_PRIVATE","MEDIUM"
"DG-SIM-108","SIMILAR","CanReadTenantParameters; CanReadUsers","modTenantRepository; modUserRepository","2","Private","Private Function CanReadTenantParameters() As Boolean || Private Function CanReadUsers() As Boolean","Logging","Signature","12","modTenantRepository; modUserRepository","Private Function CanReadTenantParameters() As Boolean","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-SIM-109","SIMILAR","GetUserDisplayName; GetUserRoleCode","modUserRepository","2","Public","Public Function GetUserDisplayName(ByVal UserId As String, Optional ByVal defaultValue As String = """") As String || Public Function GetUserRoleCode(ByVal UserId As String, Optional ByVal defaultValue As String = ""USER"") As String","DAO.Database; ErrorHandling","Signature","11","modSecurityHandler; modUserRepository","Public Function GetUserDisplayName(ByVal UserId As String, Optional ByVal defaultValue As String = """") As String","MANUAL_TARGET_SELECTION","MERGE_WITH_SIGNATURE_UNIFICATION","MEDIUM"
"DG-NAME-110","SAME_NAME_DIFFERENT","TableExists","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","20","Private","Private Function TableExists(ByVal db As DAO.Database, ByVal tableName As String) As Boolean || Private Function TableExists(ByVal table_name As String) As Boolean || Private Function TableExists(ByVal tableName As String) As Boolean","CurrentDb; DAO.Database; ErrorHandling","Signature; CurrentDb-vs-DAO","2280","modAddressRepository; modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modContactRepository; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modNumberRangeRepository; modOrderRepository; modOutputPathService; modTenantRepository; modUserRepository","Private Function TableExists(ByVal tableName As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-111","SAME_NAME_DIFFERENT","ResolveBackendStatusText","modAppDashboardService; modAppShell","2","Private","Private Function ResolveBackendStatusText() As String","","","18","modAppDashboardService; modAppShell","Private Function ResolveBackendStatusText() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-112","SAME_NAME_DIFFERENT","SetDisplayValueIfPresent","modAppDashboardService; modAppShell","2","Private","Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal displayValue As String) || Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal valueText As String)","ErrorHandling","Signature","20","modAppDashboardService; modAppShell","Private Sub SetDisplayValueIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal valueText As String)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-113","SAME_NAME_DIFFERENT","SetCaptionIfPresent","modAppDashboardService; modAppShell","2","Private","Private Sub SetCaptionIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal translation_key As String,     ByVal fallback_text As String)","ErrorHandling","","38","modAppDashboardService; modAppShell","Private Sub SetCaptionIfPresent(     ByVal formInstance As Access.Form,     ByVal ControlName As String,     ByVal translation_key As String,     ByVal fallback_text As String)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-114","SAME_NAME_DIFFERENT","HasControl","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","4","Private","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean || Private Function HasControl(ByVal targetForm As Access.Form, ByVal ControlName As String) As Boolean","ErrorHandling","Signature","108","modAppDashboardService; modAppShell; modAppWorkspaceService; modFwTranslationEditService","Private Function HasControl(ByVal formInstance As Access.Form, ByVal ControlName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-115","SAME_NAME_DIFFERENT","EnsureFieldExists","modAppNavigationService; modArticleGroupService","2","Private","Private Sub EnsureFieldExists(ByVal table_name As String, ByVal field_name As String, ByVal ddlType As String) || Private Sub EnsureFieldExists(ByVal tableName As String, ByVal fieldName As String, ByVal ddlType As String)","","Signature","64","modAppNavigationService; modArticleGroupService","Private Sub EnsureFieldExists(ByVal table_name As String, ByVal field_name As String, ByVal ddlType As String)","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-116","SAME_NAME_DIFFERENT","EnsureIndexExists","modAppNavigationService; modArticleGroupService","2","Private","Private Sub EnsureIndexExists(ByVal table_name As String, ByVal indexName As String, ByVal createSql As String) || Private Sub EnsureIndexExists(ByVal tableName As String, ByVal indexName As String, ByVal createSql As String)","","Signature","24","modAppNavigationService; modArticleGroupService","Private Sub EnsureIndexExists(ByVal table_name As String, ByVal indexName As String, ByVal createSql As String)","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-117","SAME_NAME_DIFFERENT","FieldExists","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modMigrationPaymentTerms; modMigrationTranslations","7","Private","Private Function FieldExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String) As Boolean || Private Function FieldExists(ByVal table_name As String, ByVal field_name As String) As Boolean || Private Function FieldExists(ByVal tableName As String, ByVal fieldName As String) As Boolean","CurrentDb; DAO.Database; ErrorHandling","Signature; CurrentDb-vs-DAO","357","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modFwSetup; modMigrationPaymentTerms; modMigrationTranslations","Private Function FieldExists(ByVal table_name As String, ByVal field_name As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-118","SAME_NAME_DIFFERENT","IndexExists","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modMigrationPaymentTerms","4","Private","Private Function IndexExists(     ByVal db As DAO.Database,     ByVal tableName As String,     ByVal indexName As String) As Boolean || Private Function IndexExists(ByVal db As DAO.Database, ByVal tableName As String, ByVal indexName As String) As Boolean || Private Function IndexExists(ByVal table_name As String, ByVal indexName As String) As Boolean || Private Function IndexExists(ByVal tableName As String, ByVal indexName As String) As Boolean","CurrentDb; DAO.Database; ErrorHandling","Signature; CurrentDb-vs-DAO","48","modAppNavigationService; modArticleGroupService; modBasicModuleSchema; modMigrationPaymentTerms","Private Function IndexExists(ByVal table_name As String, ByVal indexName As String) As Boolean","modDb","MANUAL_REVIEW","HIGH"
"DG-NAME-119","SAME_NAME_DIFFERENT","GetBaseLanguageCode","modAppShell; modFwTranslationRuntime","2","Private","Private Function GetBaseLanguageCode(ByVal languageCode As String) As String","","","14","modAppShell; modFwTranslationRuntime","Private Function GetBaseLanguageCode(ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-120","SAME_NAME_DIFFERENT","TryGetHostedForm","modAppShell; modFwDiagnostics","2","Private","Private Function TryGetHostedForm(ByVal hostControl As Control) As Access.Form","ErrorHandling","","6","modAppShell; modFwDiagnostics","Private Function TryGetHostedForm(ByVal hostControl As Control) As Access.Form","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-121","SAME_NAME_DIFFERENT","ReportExists","modAppWorkspaceService; modPdfExportService","2","Private; Public","Private Function ReportExists(ByVal report_name As String) As Boolean || Public Function ReportExists(ByVal ReportName As String) As Boolean","ErrorHandling","Visibility; Signature","14","modAppWorkspaceService; modPdfExportService","Private Function ReportExists(ByVal report_name As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-122","SAME_NAME_DIFFERENT","ApplyDefaultValues","modArticleGroupService; modArticleService","2","Public","Public Sub ApplyDefaultValues(ByVal formInstance As Access.Form)","ErrorHandling","","4","modArticleGroupService; modArticleService","Public Sub ApplyDefaultValues(ByVal formInstance As Access.Form)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-123","SAME_NAME_DIFFERENT","ResolveFieldText","modArticleGroupService; modArticleService","2","Private","Private Function ResolveFieldText(ByVal formInstance As Access.Form, ByVal fieldName As String) As String","ErrorHandling","","46","modArticleGroupService; modArticleService","Private Function ResolveFieldText(ByVal formInstance As Access.Form, ByVal fieldName As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-124","SAME_NAME_DIFFERENT","ResolveAuditUserName","modAuditHelper; modOrderRepository","2","Private; Public","Private Function ResolveAuditUserName() As String || Public Function ResolveAuditUserName() As String","","Visibility; Signature; ErrorHandling","36","modAuditHelper; modFwTranslationEditService; modOrderRepository","Public Function ResolveAuditUserName() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-125","SAME_NAME_DIFFERENT","SetRecordsetFieldValue","modAuditHelper; modFwTranslationAuditService","2","Private; Public","Private Sub SetRecordsetFieldValue(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal fieldValue As Variant) || Public Sub SetRecordsetFieldValue(ByVal targetForm As Access.Form, ByVal fieldName As String, ByVal fieldValue As Variant)","","Visibility; Signature; ErrorHandling","20","modFwTranslationAuditService","Public Sub SetRecordsetFieldValue(ByVal targetForm As Access.Form, ByVal fieldName As String, ByVal fieldValue As Variant)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-126","SAME_NAME_DIFFERENT","IsLinkedAccessTable","modBackendLinker; modBasicModuleSchema","2","Private","Private Function IsLinkedAccessTable(ByVal db As DAO.Database, ByVal tableName As String) As Boolean || Private Function IsLinkedAccessTable(ByVal tableDef As DAO.tableDef) As Boolean","","Signature; ErrorHandling","12","modBackendLinker; modBasicModuleSchema","Private Function IsLinkedAccessTable(ByVal tableDef As DAO.tableDef) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-127","SAME_NAME_DIFFERENT","EnsureTextField","modBasicModuleSchema; modDocumentCalculationService","2","Private","Private Function EnsureTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal FieldSize As Long, ByVal defaultValue As String) As Boolean || Private Function EnsureTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal FieldSize As Long, ByVal defaultValue As String, ByVal updateNullValues As Boolean) As Boolean","ErrorHandling; Logging","Signature","130","modBasicModuleSchema; modDocumentCalculationService","Private Function EnsureTextField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal FieldSize As Long, ByVal defaultValue As String, ByVal updateNullValues As Boolean) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-128","SAME_NAME_DIFFERENT","EnsureCurrencyField","modBasicModuleSchema; modDocumentCalculationService","2","Private","Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency) As Boolean || Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency, ByVal updateNullValues As Boolean) As Boolean","ErrorHandling; Logging","Signature","104","modBasicModuleSchema; modDocumentCalculationService","Private Function EnsureCurrencyField(ByVal db As DAO.Database, ByVal tableName As String, ByVal fieldName As String, ByVal defaultValue As Currency, ByVal updateNullValues As Boolean) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-129","SAME_NAME_DIFFERENT","SqlText","modBasicModuleSchema; modDemoDataSeeder; modOrderRepository; modSqlHelper","4","Private; Public","Private Function SqlText(ByVal Value As String) As String || Private Function SqlText(ByVal valueText As String) As String || Public Function SqlText(ByVal Value As Variant) As String","","Visibility; Signature","1424","modAppNavigationService; modAppShell; modArticleGroupService; modArticleService; modBasicModuleSchema; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modMigrationPaymentTerms; modMigrationTranslations; modOrderCalculationService; modOrderRepository; modSqlHelper","Private Function SqlText(ByVal valueText As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-130","SAME_NAME_DIFFERENT","ContactExists","modContactRepository; modDemoDataSeeder","2","Private; Public","Private Function ContactExists(ByVal db As DAO.Database, ByVal addressId As Long, ByVal contactTypeCode As String, ByVal ContactValue As String) As Boolean || Public Function ContactExists(ByVal ContactId As Long) As Boolean","","Visibility; Signature; ErrorHandling","10","modContactRepository; modDemoDataSeeder","Public Function ContactExists(ByVal ContactId As Long) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-131","SAME_NAME_DIFFERENT","NzString","modDaoHelper; modFormLocalization; modFwTranslationRuntime; modFwValidationRuntime","4","Private; Public","Private Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String || Public Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String","","Visibility; Signature; ErrorHandling","808","modAddressRepository; modAppNavigationService; modAppShell; modArticleGroupService; modArticleService; modContactRepository; modDaoHelper; modDeepLTranslationService; modDocumentCalculationService; modDocumentRepository; modFormLocalization; modFwComposerService; modFwSetup; modFwTranslationAuditService; modFwTranslationEditService; modFwTranslationRuntime; modFwTranslationTagGeneratorService; modFwValidationRuntime; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modTenantRepository; modTranslationService; modUserRepository","Public Function NzString(ByVal Value As Variant, Optional ByVal defaultValue As String = """") As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-132","SAME_NAME_DIFFERENT","RecordsetHasField","modDaoHelper; modDemoDataSeeder","2","Private; Public","Private Function RecordsetHasField(ByVal rs As DAO.Recordset, ByVal fieldName As String) As Boolean || Public Function RecordsetHasField(ByVal rs As DAO.Recordset, ByVal fieldName As String) As Boolean","ErrorHandling","Visibility; Signature","154","modAddressRepository; modContactRepository; modDaoHelper; modDemoDataSeeder; modDocumentCalculationService; modDocumentRepository; modFwTranslationAuditService; modFwTranslationEditService; modMigrationTranslations; modNumberingHandler; modNumberRangeRepository; modOrderCalculationService; modOrderRepository; modTenantRepository; modTranslationService; modUserRepository","Public Function RecordsetHasField(ByVal rs As DAO.Recordset, ByVal fieldName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-133","SAME_NAME_DIFFERENT","UpdateDocumentTotals","modDemoDataSeeder; modDocumentRepository","2","Private; Public","Private Sub UpdateDocumentTotals(ByVal db As DAO.Database) || Public Function UpdateDocumentTotals(ByVal DocumentId As Long) As Boolean","","Visibility; Signature; ErrorHandling; Logging; SideEffects","26","modDemoDataSeeder; modDocumentPostingHandler; modDocumentRepository","Private Sub UpdateDocumentTotals(ByVal db As DAO.Database)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-134","SAME_NAME_DIFFERENT","SetFieldIfExists","modDemoDataSeeder; modMigrationTranslations","2","Private","Private Sub SetFieldIfExists(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal Value As Variant)","","","200","modDemoDataSeeder; modMigrationTranslations","Private Sub SetFieldIfExists(ByVal rs As DAO.Recordset, ByVal fieldName As String, ByVal Value As Variant)","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-135","SAME_NAME_DIFFERENT","SqlNumber","modDemoDataSeeder; modMigrationPaymentTerms","2","Private","Private Function SqlNumber(ByVal v As Variant) As String || Private Function SqlNumber(ByVal Value As Variant) As String","","Signature","22","modDemoDataSeeder; modMigrationPaymentTerms","Private Function SqlNumber(ByVal Value As Variant) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-136","SAME_NAME_DIFFERENT","SqlDate","modDemoDataSeeder; modMigrationPaymentTerms","2","Private","Private Function SqlDate(ByVal v As Variant) As String || Private Function SqlDate(ByVal Value As Variant) As String","","Signature","12","modDemoDataSeeder; modMigrationPaymentTerms","Private Function SqlDate(ByVal Value As Variant) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-137","SAME_NAME_DIFFERENT","NullIfEmpty","modDemoDataSeeder; modFwTranslationTagGeneratorService","2","Private","Private Function NullIfEmpty(ByVal Value As String) As Variant || Private Function NullIfEmpty(ByVal valueText As String) As Variant","","Signature","28","modDemoDataSeeder; modFwTranslationTagGeneratorService","Private Function NullIfEmpty(ByVal Value As String) As Variant","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-138","SAME_NAME_DIFFERENT","ResolveGrossAmount","modDocumentCalculationService; modOrderCalculationService","2","Private","Private Function ResolveGrossAmount(ByVal NetAmount As Currency, ByVal VatAmount As Currency, ByVal vatRate As Double, ByVal VatMode As String) As Currency","","","16","modDocumentCalculationService; modOrderCalculationService","Private Function ResolveGrossAmount(ByVal NetAmount As Currency, ByVal VatAmount As Currency, ByVal vatRate As Double, ByVal VatMode As String) As Currency","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-139","SAME_NAME_DIFFERENT","DocumentExists","modDocumentCalculationService; modDocumentRepository","2","Private; Public","Private Function DocumentExists(ByVal DocumentId As Long) As Boolean || Public Function DocumentExists(ByVal DocumentId As Long) As Boolean","DAO.Database; ErrorHandling","Visibility; Signature; Logging","24","modDocumentCalculationService; modDocumentPostingHandler; modDocumentRepository; modOutputPathService; modPdfExportService","Private Function DocumentExists(ByVal DocumentId As Long) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-140","SAME_NAME_DIFFERENT","ResolveCurrencyCode","modDocumentRepository; modOrderRepository","2","Private","Private Function ResolveCurrencyCode() As String || Private Function ResolveCurrencyCode(ByVal explicitValue As String) As String","","Signature","14","modDocumentRepository; modOrderRepository","Private Function ResolveCurrencyCode() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-141","SAME_NAME_DIFFERENT","ParseTagTokens","modFormRuntime; modFwValidationRuntime","2","Private","Private Function ParseTagTokens(ByVal TagValue As String) As Object","ErrorHandling","Logging","32","modFormRuntime; modFwValidationRuntime","Private Function ParseTagTokens(ByVal TagValue As String) As Object","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-142","SAME_NAME_DIFFERENT","TryFocusControl","modFormRuntime; modFwValidationRuntime","2","Private","Private Function TryFocusControl(ByVal ControlInstance As Control) As Boolean || Private Sub TryFocusControl(ByVal ctl As Control)","ErrorHandling","Signature","8","modFormRuntime; modFwValidationRuntime","Private Function TryFocusControl(ByVal ControlInstance As Control) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-143","SAME_NAME_DIFFERENT","NormalizeObjectType","modFwComposerService; modFwControlNamingTool","2","Private","Private Function NormalizeObjectType(ByVal objectType As String) As String","","","62","modFwComposerService; modFwControlNamingTool","Private Function NormalizeObjectType(ByVal objectType As String) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-144","SAME_NAME_DIFFERENT","ObjectExists","modFwComposerService; modFwControlNamingTool","2","Private","Private Function ObjectExists(ByVal objectType As String, ByVal objectName As String) As Boolean","ErrorHandling","","18","modFwComposerService; modFwControlNamingTool","Private Function ObjectExists(ByVal objectType As String, ByVal objectName As String) As Boolean","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-145","SAME_NAME_DIFFERENT","GetControlTagSafely","modFwComposerService; modFwTranslationAuditService","2","Private","Private Function GetControlTagSafely(ByVal ctl As Control) As String","ErrorHandling","","10","modFwComposerService; modFwTranslationAuditService","Private Function GetControlTagSafely(ByVal ctl As Control) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-146","SAME_NAME_DIFFERENT","TranslationRowExists","modFwComposerService; modFwTranslationAuditService","2","Private","Private Function TranslationRowExists(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String ) As Boolean || Private Function TranslationRowExists(ByVal db As DAO.Database, ByVal translationKey As String, ByVal languageCode As String) As Boolean","ErrorHandling","Signature","12","modFwComposerService; modFwTranslationAuditService","Private Function TranslationRowExists(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String ) As Boolean","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-147","SAME_NAME_DIFFERENT","GetCaptionValue","modFwControlNamingTool; modFwTranslationRuntime","2","Private","Private Function GetCaptionValue(ByVal ctl As Object) As String || Private Function GetCaptionValue(ByVal target As Object) As String","ErrorHandling","Signature","12","modFwControlNamingTool; modFwTranslationRuntime","Private Function GetCaptionValue(ByVal ctl As Object) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-148","SAME_NAME_DIFFERENT","ResolveTenantCode","modFwDiagnostics; modTenantRepository; modUserRepository","3","Private","Private Function ResolveTenantCode() As String","","ErrorHandling","27","modFwDiagnostics; modTenantRepository; modUserRepository","Private Function ResolveTenantCode() As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
"DG-NAME-149","SAME_NAME_DIFFERENT","NormalizeTranslationKey","modFwTranslationEditService; modFwTranslationRuntime","2","Private","Private Function NormalizeTranslationKey(ByVal translationKey As String) As String","","","28","modFwTranslationEditService; modFwTranslationRuntime","Private Function NormalizeTranslationKey(ByVal translationKey As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-150","SAME_NAME_DIFFERENT","LookupTranslation","modFwTranslationRuntime; modTranslationService","2","Private","Private Function LookupTranslation(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String) As String || Private Function LookupTranslation(ByVal languageCode As String, ByVal TextKey As String) As String","ErrorHandling","Signature","30","modFwTranslationRuntime; modTranslationService","Private Function LookupTranslation(     ByVal db As DAO.Database,     ByVal translationKey As String,     ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-151","SAME_NAME_DIFFERENT","NormalizeLanguageCode","modFwTranslationRuntime; modTranslationService","2","Private","Private Function NormalizeLanguageCode(ByVal languageCode As String) As String","","","34","modFwTranslationRuntime; modTranslationService","Private Function NormalizeLanguageCode(ByVal languageCode As String) As String","modTranslationService","MANUAL_REVIEW","HIGH"
"DG-NAME-152","SAME_NAME_DIFFERENT","GetTagValue","modFwTranslationRuntime; modFwValidationRuntime","2","Private","Private Function GetTagValue(ByVal tagTokens As Object, ByVal TagName As String) As String || Private Function GetTagValue(ByVal target As Object) As String","ErrorHandling","Signature","18","modFwTranslationRuntime; modFwValidationRuntime","Private Function GetTagValue(ByVal target As Object) As String","MANUAL_TARGET_SELECTION","MANUAL_REVIEW","HIGH"
